@relation openjpa_Train_Release_2

@attribute CyclomaticComplexity numeric
@attribute LineOfCode numeric
@attribute LineOfCodeNoComment numeric
@attribute NR numeric
@attribute Authors numeric
@attribute Age numeric
@attribute Churn numeric
@attribute MeanChurn numeric
@attribute MaxChurn numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute Buggy {false}

@data
3,63,31,4,2,45,68,17,61,72,61,false
1,61,30,4,2,45,77,19,63,74,63,false
1,37,7,3,1,45,37,12,33,35,33,false
2,65,33,4,2,45,67,16,62,73,62,false
1,38,11,3,1,45,39,13,35,38,35,false
5,62,32,3,1,45,62,20,55,58,55,false
1,39,14,4,2,45,55,13,43,53,43,false
1,54,23,4,2,45,60,15,53,66,53,false
1,55,24,4,2,45,59,14,53,64,53,false
6,78,44,4,2,45,87,21,73,87,73,false
1,66,26,4,2,45,70,17,64,76,64,false
1,65,26,5,2,45,82,16,69,82,69,false
7,114,63,6,2,45,122,20,102,119,102,false
1,57,26,4,2,45,57,14,47,50,47,false
1,65,11,5,2,45,65,13,52,57,52,false
1,53,23,4,2,45,54,13,48,55,48,false
3,67,31,3,1,45,77,25,64,76,64,false
133,1653,1229,8,2,45,1698,212,1440,1475,1440,false
5,75,44,4,1,45,79,19,69,74,69,false
21,158,87,4,1,45,166,41,146,164,146,false
1,31,7,3,1,45,31,10,27,28,27,false
100,769,530,4,1,45,781,195,740,766,740,false
36,332,219,4,1,45,346,86,311,340,311,false
2,110,64,3,1,45,110,36,106,109,106,false
262,2218,1517,8,3,45,2324,290,2084,2216,2084,false
2,117,66,3,1,45,117,39,113,115,113,false
41,460,271,4,1,45,460,115,437,442,437,false
44,345,211,7,3,45,411,58,189,517,205,false
183,1866,1224,10,3,45,1896,189,1762,1890,1762,false
7,76,45,3,1,45,76,25,70,72,70,false
13,110,68,3,1,45,110,36,101,104,101,false
10,79,39,3,1,45,79,26,73,76,73,false
57,425,329,3,1,45,425,141,411,417,411,false
24,252,156,3,1,45,254,84,238,247,238,false
1,29,4,3,1,45,29,9,26,28,26,false
1,64,12,4,1,45,64,16,60,67,60,false
1,138,27,3,1,45,138,46,134,147,134,false
1,31,8,3,1,45,31,10,27,29,27,false
1,32,8,3,1,45,32,10,29,32,29,false
181,1673,1115,8,3,45,1735,216,1501,1672,1501,false
30,345,219,6,2,45,357,59,325,352,325,false
1,113,67,3,1,45,113,37,109,111,109,false
1,47,8,3,1,45,47,15,44,48,44,false
3,97,59,1,1,2,147,147,122,56,56,false
15,277,201,3,1,45,277,92,270,273,270,false
6,262,137,3,1,45,264,88,256,262,256,false
14,357,195,4,1,45,363,90,344,357,344,false
6,89,43,4,1,45,89,22,82,87,82,false
1,300,46,3,1,45,300,100,296,325,296,false
55,443,359,3,1,45,443,147,423,427,423,false
10,142,75,4,1,45,142,35,134,139,134,false
16,232,121,4,1,45,245,61,230,249,230,false
28,426,306,4,1,45,430,107,412,425,412,false
39,525,388,4,1,45,527,131,504,515,504,false
51,508,403,4,1,45,518,129,479,493,479,false
6,104,49,3,1,45,104,34,99,105,99,false
1,64,33,3,1,45,64,21,61,62,61,false
28,635,421,4,1,45,664,166,626,662,626,false
1,36,11,4,1,45,48,12,38,49,38,false
1,86,12,3,1,45,86,28,83,98,83,false
1,64,33,3,1,45,64,21,61,62,61,false
1,42,6,3,1,45,44,14,39,44,39,false
6,59,33,3,1,45,59,19,53,55,53,false
1,38,6,3,1,45,38,12,34,37,34,false
12,111,72,4,1,45,115,28,107,114,107,false
1,71,38,3,1,45,72,24,68,69,68,false
1,79,16,3,1,45,80,26,77,83,77,false
25,246,152,4,1,45,250,62,227,234,227,false
1,50,22,4,1,45,50,12,40,43,40,false
10,149,78,4,1,45,151,37,142,148,142,false
15,204,121,10,3,45,344,34,260,392,260,false
1,66,34,3,1,45,66,22,63,64,63,false
1,61,31,4,1,45,61,15,45,47,45,false
1,42,15,4,1,45,44,11,39,47,39,false
1,27,4,3,1,45,27,9,23,25,23,false
2,85,45,4,1,45,101,25,86,96,86,false
1,62,31,3,1,45,62,20,59,60,59,false
1,59,9,4,1,45,59,14,55,66,55,false
15,131,92,4,1,45,133,33,124,127,124,false
1,52,24,4,1,45,52,13,41,44,41,false
2,45,17,3,1,45,45,15,42,43,42,false
1,37,11,4,1,45,49,12,39,51,39,false
1,35,11,4,1,45,58,14,43,58,43,false
1,62,29,4,1,45,70,17,61,68,61,false
1,51,23,4,1,45,56,14,50,56,50,false
4,198,98,4,1,45,199,49,176,179,176,false
7,119,62,3,1,45,119,39,113,115,113,false
1,58,27,4,1,45,62,15,56,61,56,false
14,249,171,3,1,45,252,84,241,248,241,false
1,58,9,3,1,45,60,20,55,64,55,false
18,192,140,3,1,45,192,64,186,189,186,false
1,33,6,3,1,45,34,11,30,33,30,false
1,40,9,3,1,45,42,14,36,41,36,false
1,31,5,3,1,45,31,10,27,30,27,false
9,181,117,3,1,45,181,60,172,184,172,false
11,154,108,3,1,45,154,51,148,151,148,false
13,146,100,3,1,45,146,48,140,143,140,false
11,154,108,3,1,45,154,51,148,151,148,false
22,224,168,3,1,45,224,74,218,221,218,false
1,119,22,3,1,45,119,39,116,127,116,false
13,295,202,5,1,45,301,60,263,295,282,false
1,40,9,3,1,45,40,13,36,40,36,false
12,162,114,3,1,45,162,54,155,158,155,false
2,113,69,3,1,45,113,37,107,111,107,false
2,113,69,3,1,45,113,37,107,111,107,false
2,120,75,3,1,45,120,40,114,118,114,false
14,169,122,4,1,45,169,42,162,166,163,false
16,159,112,3,1,45,159,53,153,156,153,false
2,113,69,3,1,45,113,37,107,111,107,false
25,246,188,3,1,45,246,82,240,243,240,false
2,91,51,4,1,45,97,24,87,95,87,false
1,33,6,3,1,45,33,11,29,31,29,false
9,162,92,4,1,45,167,41,154,163,154,false
1,64,33,3,1,45,64,21,61,62,61,false
1,50,22,4,1,45,52,13,47,55,47,false
4,76,42,2,1,27,76,38,49,13,9,false
1,56,27,3,1,45,56,18,53,54,53,false
1,51,23,4,1,45,51,12,45,49,45,false
1,60,29,4,1,45,60,15,46,47,46,false
14,193,109,12,2,0,242,20,198,115,71,false
3,67,32,4,1,0,81,20,70,22,18,false
1,42,6,4,1,0,50,12,42,20,16,false
1,213,40,9,2,0,253,28,205,114,81,false
109,989,707,15,2,0,1287,85,950,490,333,false
1,81,14,5,2,0,91,18,71,37,28,false
99,670,485,13,2,0,936,72,677,397,302,false
4,69,34,4,1,0,85,21,73,25,21,false
2,67,30,4,1,0,80,20,69,25,18,false
1,38,5,5,1,0,48,9,39,31,19,false
4,69,34,4,1,0,87,21,75,27,21,false
6,104,55,6,2,0,132,22,105,52,39,false
3,116,54,5,1,0,126,25,117,39,31,false
22,206,142,5,1,0,292,58,242,107,76,false
8,145,82,5,1,0,181,36,159,54,46,false
3,69,32,4,1,0,80,20,71,21,16,false
2,65,29,4,1,0,76,19,67,20,15,false
23,370,183,6,2,0,428,71,373,136,111,false
1,29,4,4,1,0,39,9,30,16,12,false
1,88,47,4,1,0,97,24,89,18,14,false
14,167,95,4,1,0,227,56,190,77,71,false
1,33,6,4,1,0,41,10,32,17,12,false
5,150,70,5,1,0,171,34,153,60,46,false
5,100,47,6,1,0,128,21,105,44,34,false
10,791,577,6,1,0,847,141,794,97,77,false
49,586,460,7,1,0,876,125,711,364,305,false
7,117,67,5,1,0,155,31,130,51,41,false
3,769,572,4,1,0,816,204,784,101,87,false
9,453,322,6,1,0,513,85,461,93,75,false
6,667,486,4,1,0,714,178,674,69,57,false
8,269,180,5,1,0,309,61,280,58,49,false
1,158,50,4,1,0,165,41,157,48,40,false
16,292,228,5,1,0,400,80,336,189,121,false
1,86,15,4,1,0,93,23,86,29,24,false
107,1274,1014,8,1,0,1622,202,1412,526,401,false
4,89,48,4,1,0,90,22,84,31,25,false
24,267,177,4,1,0,307,76,283,127,83,false
8,137,74,6,1,0,191,31,159,66,41,false
1,112,64,5,1,0,144,28,125,31,13,false
1,127,24,5,1,0,173,34,146,77,53,false
1,108,63,5,1,0,142,28,119,31,13,false
1,29,4,4,1,0,37,9,29,15,11,false
2,48,17,4,1,0,62,15,50,23,17,false
13,318,191,6,1,0,384,64,335,141,92,false
9,86,48,6,1,0,127,21,102,68,36,false
24,190,118,6,2,0,264,44,217,91,40,false
1,91,47,5,1,0,118,23,100,26,12,false
33,325,191,5,1,0,405,81,360,133,124,false
6,100,49,5,1,0,134,26,110,57,40,false
21,182,124,5,2,0,262,52,211,129,66,false
114,614,461,7,1,0,956,136,754,407,327,false
17,174,125,5,1,0,244,48,198,89,76,false
10,76,36,4,1,0,102,25,83,42,34,false
14,159,106,7,2,0,195,27,152,67,51,false
1,49,9,4,1,0,55,13,47,22,17,false
1,56,12,4,1,0,67,16,57,29,22,false
12,105,63,4,1,0,153,38,121,54,46,false
1,84,17,5,1,0,96,19,84,44,32,false
1,71,15,6,1,0,85,14,76,77,40,false
7,95,56,4,1,0,128,32,102,50,39,false
1,53,11,4,1,0,63,15,54,23,18,false
3,55,23,6,1,0,69,11,58,37,28,false
1,39,11,4,1,0,47,11,39,18,14,false
6,73,39,4,1,0,102,25,81,38,31,false
58,674,416,9,2,0,880,97,741,291,253,false
27,347,216,4,1,0,425,106,366,133,112,false
12,134,92,4,1,0,187,46,149,60,50,false
12,150,102,4,1,0,201,50,163,59,50,false
1,47,19,5,1,0,53,10,42,23,14,false
24,184,132,4,1,0,286,71,223,84,77,false
2,93,54,5,1,0,101,20,85,33,16,false
11,113,72,4,1,0,165,41,130,49,43,false
5,45,21,5,1,0,60,12,46,26,18,false
22,194,146,4,1,0,260,65,215,62,54,false
1,120,72,4,1,0,144,36,125,27,22,false
4,87,49,4,1,0,111,27,91,31,23,false
30,227,165,5,1,0,309,61,263,111,76,false
23,232,159,4,1,0,299,74,253,82,73,false
11,129,76,6,1,0,170,28,145,71,56,false
1,53,9,4,1,0,72,18,62,48,33,false
3,74,39,5,1,0,85,17,74,28,21,false
1,92,13,4,1,0,106,26,95,49,43,false
12,108,69,4,1,0,142,35,116,38,31,false
13,111,76,4,1,0,151,37,122,42,35,false
1,38,11,4,1,0,46,11,37,20,14,false
25,172,130,4,1,0,228,57,191,59,52,false
15,144,81,4,1,0,192,48,160,66,59,false
8,62,30,4,1,0,88,22,71,37,32,false
1,30,6,4,1,0,40,10,30,18,12,false
1,27,4,4,1,0,35,8,27,15,11,false
23,581,267,4,1,0,715,178,644,235,211,false
1,56,10,4,1,0,64,16,56,21,16,false
39,266,169,6,1,0,412,68,317,169,148,false
68,701,436,8,1,0,887,110,763,349,274,false
29,258,153,4,1,0,304,76,278,119,103,false
3,92,54,4,1,0,110,27,95,30,22,false
11,291,136,9,2,0,345,38,246,194,102,false
23,256,145,4,1,0,348,87,294,114,100,false
77,625,368,8,1,0,863,107,711,422,345,false
10,254,134,5,1,0,314,62,263,93,81,false
1,51,21,5,1,0,57,11,42,18,12,false
17,205,140,4,1,0,255,63,224,79,64,false
4,133,76,4,1,0,147,36,132,44,36,false
1,50,10,4,1,0,58,14,50,25,18,false
1,35,7,4,1,0,42,10,34,18,13,false
21,199,113,5,1,0,241,48,208,67,51,false
16,135,89,4,1,0,179,44,153,67,60,false
5,49,23,4,1,0,59,14,49,17,12,false
1,47,8,4,1,0,57,14,48,21,16,false
5,53,27,5,1,0,77,15,55,32,23,false
18,195,95,6,1,0,226,37,206,103,80,false
9,96,57,4,1,0,130,32,106,51,42,false
9,329,121,4,1,0,389,97,355,187,150,false
7,187,116,5,2,0,213,42,193,59,45,false
9,67,38,6,1,0,105,17,75,43,32,false
1,47,12,4,1,0,59,14,48,17,12,false
7,121,53,5,2,0,141,28,106,43,34,false
9,170,45,5,1,0,220,44,193,118,66,false
1,47,12,4,1,0,59,14,48,17,12,false
72,845,597,4,1,0,1297,324,1051,490,392,false
69,938,533,7,1,0,1190,170,1050,444,364,false
3,107,62,4,1,0,123,30,109,30,22,false
47,500,269,5,1,0,648,129,558,424,385,false
1,41,7,4,1,0,49,12,40,22,16,false
84,1057,689,5,1,0,1287,257,1161,465,360,false
4,129,72,4,1,0,147,36,132,42,34,false
28,200,153,5,1,0,296,59,238,107,86,false
1,382,95,5,1,0,508,101,445,297,225,false
112,948,827,5,1,0,1650,330,1248,663,546,false
8,357,89,5,1,0,435,87,390,211,134,false
23,156,114,5,1,0,256,51,198,99,77,false
11,94,58,5,1,0,148,29,114,46,40,false
1,279,9,5,1,0,381,76,328,195,137,false
1,45,4,4,1,0,55,13,46,16,11,false
1,198,12,5,1,0,224,44,207,136,79,false
47,853,369,6,1,0,1231,205,1025,813,632,false
6,555,276,5,1,0,987,197,564,478,341,false
21,343,184,5,1,0,455,91,386,234,187,false
17,148,103,5,1,0,195,39,162,44,36,false
1,37,6,4,1,0,43,10,36,18,13,false
24,275,166,4,1,0,369,92,314,122,114,false
3,77,42,5,1,0,101,20,84,37,24,false
1,43,15,4,1,0,51,12,41,19,14,false
11,134,82,6,2,0,274,45,187,118,55,false
18,131,89,4,1,0,149,37,133,38,32,false
191,1327,1055,3,2,37,1341,447,1334,7,6,false
1,36,11,1,1,37,36,36,36,0,0,false
1,36,12,1,1,37,36,36,36,0,0,false
1,47,17,1,1,37,47,47,47,0,0,false
1,42,14,1,1,37,42,42,42,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,35,11,1,1,37,35,35,35,0,0,false
1,28,5,1,1,37,28,28,28,0,0,false
1,36,11,1,1,37,36,36,36,0,0,false
1,43,15,1,1,37,43,43,43,0,0,false
1,39,13,1,1,37,39,39,39,0,0,false
1,49,18,1,1,37,49,49,49,0,0,false
1,36,11,1,1,37,36,36,36,0,0,false
1,36,11,1,1,37,36,36,36,0,0,false
1,42,15,1,1,37,42,42,42,0,0,false
1,46,16,1,1,37,46,46,46,0,0,false
1,29,6,1,1,37,29,29,29,0,0,false
1,43,15,1,1,37,43,43,43,0,0,false
1,109,67,1,1,37,109,109,109,0,0,false
3,78,46,4,2,37,86,21,81,14,6,false
1,43,15,1,1,37,43,43,43,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,86,63,1,1,37,86,86,86,0,0,false
1,35,11,1,1,37,35,35,35,0,0,false
1,28,5,1,1,37,28,28,28,0,0,false
1,45,16,1,1,37,45,45,45,0,0,false
14,165,126,1,1,37,165,165,165,0,0,false
3,58,33,1,1,37,58,58,58,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,41,14,1,1,37,41,41,41,0,0,false
1,48,17,1,1,37,48,48,48,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,51,19,1,1,37,51,51,51,0,0,false
1,35,11,1,1,37,35,35,35,0,0,false
116,857,672,3,2,37,877,292,867,10,9,false
91,682,550,1,1,37,682,682,682,0,0,false
1,47,17,1,1,37,47,47,47,0,0,false
1,34,10,1,1,37,34,34,34,0,0,false
1,44,15,1,1,37,44,44,44,0,0,false
275,1619,1255,11,3,45,1643,149,1502,1544,1502,false
1,113,72,4,1,45,114,28,102,104,102,false
45,397,285,8,2,45,401,50,340,414,340,false
1,38,12,3,1,45,38,12,35,37,35,false
1,37,12,3,1,45,37,12,34,36,34,false
1,35,11,3,1,45,35,11,32,34,32,false
1,37,12,3,1,45,37,12,34,36,34,false
1,35,11,3,1,45,35,11,32,34,32,false
1,36,11,3,1,45,36,12,33,36,33,false
1,107,68,3,1,45,108,36,104,106,104,false
30,290,225,8,2,45,322,40,283,338,283,false
46,985,761,7,2,45,1005,143,969,997,969,false
1,107,68,3,1,45,108,36,104,106,104,false
4,136,65,5,2,45,138,27,133,139,133,false
1,37,11,3,1,45,37,12,34,37,34,false
1,36,11,3,1,45,36,12,33,36,33,false
1,36,11,3,1,45,36,12,33,36,33,false
1,41,10,4,2,45,41,10,32,35,32,false
1,52,13,5,2,45,52,10,33,35,33,false
1,34,10,3,1,45,34,11,31,33,31,false
5,424,176,5,2,45,502,100,459,539,459,false
3,99,45,3,1,45,99,33,95,97,95,false
1,113,73,4,1,45,114,28,103,105,103,false
1,35,11,3,1,45,35,11,32,34,32,false
1,35,11,3,1,45,35,11,32,34,32,false
1,36,11,3,1,45,36,12,33,36,33,false
1,35,11,3,1,45,35,11,32,34,32,false
1,34,11,1,1,21,36,36,35,1,1,false
1,77,55,5,3,45,77,15,72,75,72,false
1,107,68,3,1,45,108,36,103,105,103,false
1,107,68,3,1,45,108,36,104,106,104,false
1,902,177,4,1,45,916,229,891,943,891,false
1,105,23,3,1,45,105,35,102,111,102,false
44,440,268,5,2,45,474,94,424,468,424,false
1,212,57,3,1,45,214,71,208,213,208,false
1,107,68,3,1,45,108,36,104,106,104,false
1,106,67,3,1,45,107,35,103,105,103,false
24,246,162,5,1,45,248,49,235,244,235,false
8,109,76,4,1,45,111,27,104,107,104,false
24,253,198,3,1,45,253,84,240,243,240,false
39,399,290,4,1,45,401,100,383,387,383,false
3,66,36,7,2,45,76,10,63,72,63,false
6,125,78,7,2,45,131,18,112,127,112,false
1,41,19,3,1,45,41,13,36,38,36,false
45,455,358,7,1,45,459,65,433,456,433,false
1,45,17,3,1,45,45,15,42,44,42,false
1,45,17,3,1,45,45,15,42,44,42,false
1,49,19,3,1,45,49,16,46,48,46,false
50,513,409,6,2,45,533,88,497,524,497,false
7,114,54,3,1,45,114,38,111,113,111,false
1,35,11,3,1,45,35,11,32,34,32,false
1,97,58,3,1,45,98,32,93,95,93,false
13,196,101,5,2,45,198,39,191,196,191,false
1,113,73,4,1,45,114,28,104,106,104,false
1,36,11,3,1,45,36,12,33,36,33,false
1,27,4,3,1,45,27,9,24,26,24,false
205,1627,1227,6,2,45,1649,274,1524,1558,1524,false
197,1405,1009,6,2,45,1421,236,1341,1378,1341,false
33,383,261,4,2,45,401,100,358,389,358,false
3,70,30,4,2,45,76,19,67,76,67,false
73,654,496,5,2,45,682,136,599,644,599,false
11,156,93,3,1,45,164,54,151,164,151,false
20,284,217,6,2,45,302,50,261,281,261,false
